Fahrgast_ID,Spawnzeit,Einsteigzeit,Austeigezeit,Wartezeit,Startetage,Zieletage,Nimmt_Treppenhaus
330,3257.5509335879947,3260.8360155446794,3275.8360155446794,3.285081956684735,0,2,False
328,3244.216236834363,3260.8360155446794,3295.8360155446794,16.619778710316496,0,5,False
329,3245.7990349556117,3260.8360155446794,3295.8360155446794,15.036980589067753,0,5,False
327,3239.899691980848,3260.8360155446794,3305.8360155446794,20.936323563831593,0,6,False
326,3217.3272042928256,3260.8360155446794,3315.8360155446794,43.508811251853786,0,7,False
325,3205.604898930445,3260.8360155446794,3330.8360155446794,55.23111661423445,0,9,False
331,3280.226976461,3310.226976461,3345.226976461,30.0,0,6,False
333,3311.5580045181237,3320.226976461,3345.226976461,8.668971942876396,0,4,False
332,3296.3904671376145,3310.226976461,3365.226976461,13.836509323385599,0,9,False
336,3369.8656219204854,3370.226976461,3385.226976461,0.36135454051463967,0,2,False
334,3323.0781627340534,3370.226976461,3420.226976461,47.14881372694663,0,8,False
337,3381.6738672790134,3391.6738672790134,3421.6738672790134,10.0,0,5,False
339,3386.473221422057,3391.6738672790134,3421.6738672790134,5.200645856956271,0,5,False
335,3363.29407628163,3370.226976461,3430.226976461,6.932900179369881,0,9,False
